Referencia;Descripcion;PVP;NETOS;NETOS_GRANDE_CUENTAS;CANTIDAD;PRECIO_ESTANDAR;CONDICIONES_NETO;CONDICION_NETO_GC;PRECIO_GRUPO1;PRECIO_GRUPO3;PRECIO_CECOFERSA
0856C;Cartel PVC información general oficina 300x100 mm;3,7;;;;1,85;Sin precio neto;Sin precio neto G.C.;1,776;1,85;1,776
857;Adhesivo información general entrada 200x60mm;2,2;;;;1,1;Sin precio neto;Sin precio neto G.C.;1,056;1,1;1,056
0857A;Adhesivo información general entrada 300x100mm;3,2;;;;1,6;Sin precio neto;Sin precio neto G.C.;1,536;1,6;1,536
0857C;Cartel PVC información general entrada 300x100 mm;3,7;;;;1,85;Sin precio neto;Sin precio neto G.C.;1,776;1,85;1,776
858;Adhesivo información general cierre la puerta 200x60 mm;2,2;;;;1,1;Sin precio neto;Sin precio neto G.C.;1,056;1,1;1,056
0858A;Adhesivo información general cierre la puerta 300x100 mm;3,2;;;;1,6;Sin precio neto;Sin precio neto G.C.;1,536;1,6;1,536
0858C;Cartel PVC información general cierre la puerta 300x100 mm;3,7;;;;1,85;Sin precio neto;Sin precio neto G.C.;1,776;1,85;1,776
859;Adhesivo información general empujar 200x60 mm;2,2;;;;1,1;Sin precio neto;Sin precio neto G.C.;1,056;1,1;1,056
0859A;Adhesivo información general empujar 300x100 mm;3,2;;;;1,6;Sin precio neto;Sin precio neto G.C.;1,536;1,6;1,536
0859C;Cartel PVC información general empujar 300x100 mm;3,7;;;;1,85;Sin precio neto;Sin precio neto G.C.;1,776;1,85;1,776
860;Adhesivo información general tirar 200x60 mm;2,2;;;;1,1;Sin precio neto;Sin precio neto G.C.;1,056;1,1;1,056
0860A;Adhesivo información general tirar 300x100 mm;3,2;;;;1,6;Sin precio neto;Sin precio neto G.C.;1,536;1,6;1,536
0860C;Cartel PVC información general tirar 300x100 mm;3,7;;;;1,85;Sin precio neto;Sin precio neto G.C.;1,776;1,85;1,776
861;Cartel PVC 40x30 reciclado vidrio;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0861A;Adhesivo PVC 21x29 reciclado vidrio;2,5;;;;1,25;Sin precio neto;Sin precio neto G.C.;1,2;1,25;1,2
0861P;Cartel PVC 21x29 reciclado vidrio;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
862;Cartel PVC 40x30 reciclado plástico;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0862A;Adhesivo PVC 21x29 reciclado plástico;2,5;;;;1,25;Sin precio neto;Sin precio neto G.C.;1,2;1,25;1,2
0862P;Cartel PVC 21x29 reciclado plástico;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
863;Cartel PVC 40x30 reciclado metal;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0863A;Adhesivo PVC 21x29 reciclado metal;2,5;;;;1,25;Sin precio neto;Sin precio neto G.C.;1,2;1,25;1,2
0863P;Cartel PVC 21x29 reciclado metal;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
864;Cartel PVC 40x30 reciclado madera;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0864A;Adhesivo PVC 21x29 reciclado madera;2,5;;;;1,25;Sin precio neto;Sin precio neto G.C.;1,2;1,25;1,2
0864P;Cartel PVC 21x29 reciclado madera;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
865;Cartel PVC 40x30 reciclado aluminio;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0865A;Adhesivo PVC 21x29 reciclado aluminio;2,5;;;;1,25;Sin precio neto;Sin precio neto G.C.;1,2;1,25;1,2
0865P;Cartel PVC 21x29 reciclado aluminio;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
866;Cartel PVC 40x30 reciclado papel;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0866A;Adhesivo PVC 21x29 reciclado papel;2,5;;;;1,25;Sin precio neto;Sin precio neto G.C.;1,2;1,25;1,2
0866P;Cartel PVC 21x29 reciclado papel;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
867;Cartel PVC 40x30 reciclado envases;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0867A;Adhesivo PVC 21x29 reciclado envases;2,5;;;;1,25;Sin precio neto;Sin precio neto G.C.;1,2;1,25;1,2
0867P;Cartel PVC 21x29 reciclado envases;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
868;Cartel PVC 40x30 reciclado latas;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0868A;Adhesivo PVC 21x29 reciclado latas;2,5;;;;1,25;Sin precio neto;Sin precio neto G.C.;1,2;1,25;1,2
0868P;Cartel PVC 21x29 reciclado latas;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
869;Cartel PVC 40x30 reciclado chatarra;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0869A;Adhesivo PVC 21x29 reciclado chatarra;2,5;;;;1,25;Sin precio neto;Sin precio neto G.C.;1,2;1,25;1,2
0869P;Cartel PVC 21x29 reciclado chatarra;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
870;Cartel PVC 40x30 reciclado basura;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0870A;Adhesivo PVC 21x29 reciclado basura;2,5;;;;1,25;Sin precio neto;Sin precio neto G.C.;1,2;1,25;1,2
0870P;Cartel PVC 21x29 reciclado basura;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
871;Cartel PVC 40x30 cm zona controlada, riesgo de irradiación;4,96;0,18;1,75;1;2,48;Neto: 000 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0871A;Adhesivo PVC 21x29 cm zona controlada, riesgo de irradiación;2,5;;;;1,25;Sin precio neto;Sin precio neto G.C.;1,2;1,25;1,2
0871P;Cartel PVC 21x29 cm zona controlada, riesgo de irradiación;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
872;Cartel PVC 40x30 cm zona controlada, riesgo de;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0872A;Adhesivo PVC 21x29 cm zona controlada, riesgo de;2,5;;;;1,25;Sin precio neto;Sin precio neto G.C.;1,2;1,25;1,2
0872P;Cartel PVC 21x29 cm zona controlada, riesgo de;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
873;Cartel PVC 40x30 cm zona controlada, riesgo de cont. e irrad.;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0873A;Adhesivo PVC 21x29 cm zona controlada, riesgo de cont. e;2,5;;;;1,25;Sin precio neto;Sin precio neto G.C.;1,2;1,25;1,2
0873P;zona controlada, riesgo de cont. e irrad.;2,5;;;;1,25;Sin precio neto;Sin precio neto G.C.;1,2;1,25;1,2
874;Cartel PVC 40x30 cm zona perm. limitada, riesgo de;4,96;1,8;1,8;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0874A;Adhesivo PVC 21x29 cm zona zona perm. limitada, riesgo de;2,5;;;;1,25;Sin precio neto;Sin precio neto G.C.;1,2;1,25;1,2
0874P;Cartel PVC 21x29 cm zona perm. limitada, riesgo de;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
875;Cartel PVC 40x30 cm zona perm. limitada, riesgo de;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0875A;Adhesivo PVC 21x29 cm zona zona perm. limitada, riesgo de;2,5;;;;1,25;Sin precio neto;Sin precio neto G.C.;1,2;1,25;1,2
0875P;Cartel PVC 21x29 cm zona perm. limitada, riesgo de;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
876;Cartel PVC 40x30 cm zona perm. limitada, riesgo de cont. e;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0876A;Adhesivo PVC 21x29 cm zona zona perm. limitada, riesgo cont.;2,5;;;;1,25;Sin precio neto;Sin precio neto G.C.;1,2;1,25;1,2
0876P;Cartel PVC 21x29 cm zona perm. limitada, riesgo de cont. e;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
877;Cartel PVC 40x30 cm zona acceso prohibido, riesgo de;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0877A;Adhesivo PVC 21x29 cm zona acceso prohibido, riesgo de;2,5;;;;1,25;Sin precio neto;Sin precio neto G.C.;1,2;1,25;1,2
0877P;Cartel PVC 21x29 cm zona acceso prohibido, riesgo de;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
878;Cartel PVC 40x30 cm zona acceso prohibido, riesgo de;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0878A;Adhesivo PVC 21x29 cm zona acceso prohibido, riesgo de;2,5;;;;1,25;Sin precio neto;Sin precio neto G.C.;1,2;1,25;1,2
0878P;Cartel PVC 21x29 cm zona acceso prohibido, riesgo de;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
879;Cartel PVC 40x30 cm zona acceso prohibido, riesgo de cont. e;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0879A;Adhesivo PVC 21x29 cm zona acceso prohibido, riesgo de;2,5;;;;1,25;Sin precio neto;Sin precio neto G.C.;1,2;1,25;1,2
0879P;Cartel PVC 21x29 cm zona acceso prohibido, riesgo de cont. e;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
880;Cartel PVC 40x30 cm zona vigilada, riesgo de irradiación;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0880A;Adhesivo PVC 21x29 cm zona vigilada, riesgo de irradiación;2,5;;;;1,25;Sin precio neto;Sin precio neto G.C.;1,2;1,25;1,2
0880P;Cartel PVC 21x29 cm zona vigilada, riesgo de irradiación;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
881;Cartel PVC 40x30 cm zona vigilada, riesgo de contaminación;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0881A;Adhesivo PVC 21x29 cm zona vigilada, riesgo de;2,5;;;;1,25;Sin precio neto;Sin precio neto G.C.;1,2;1,25;1,2
0881P;Cartel PVC 21x29 cm zona vigilada, riesgo de contaminación;2,94;1,2;1,2;1;1,47;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,4112;1,47;1,4112
882;Cartel PVC 40x30 cm zona vigilada, riesgo de cont. e irrad.;4,96;1,8;1,75;1;2,48;Neto: 002 € (a partir de 1 uds.);Neto G.C.: 002 € (a partir de 1 uds.);2,3808;2,48;2,3808
0882A;Adhesivo PVC 21x29 cm zona vigilada, riesgo de cont. e irrad.;2,5;;;;1,25;Sin precio neto;Sin precio neto G.C.;1,2;1,25;1,2
0882P;Cartel PVC 21x29 cm zona vigilada, riesgo de cont. e irrad.;3,2;1,2;1,2;1;1,6;Neto: 001 € (a partir de 1 uds.);Neto G.C.: 001 € (a partir de 1 uds.);1,536;1,6;1,536
883;Adhesivo PVC Grupo 0 Oxígeno 100x25 mm;2;;;;1;Sin precio neto;Sin precio neto G.C.;0,96;1;0,96
0883A;Adhesivo PVC Grupo 0 Oxígeno 200x50 mm;3;;;;1,5;Sin precio neto;Sin precio neto G.C.;1,44;1,5;1,44
0883B;Adhesivo PVC Grupo 0 Oxígeno 400x100 mm;4;;;;2;Sin precio neto;Sin precio neto G.C.;1,92;2;1,92
884;Adhesivo PVC Grupo 1 Agua 100x25 mm (todas las variantes);2;;;;1;Sin precio neto;Sin precio neto G.C.;0,96;1;0,96
0884A;Adhesivo PVC Grupo 1 Agua 200x50 mm (todas las variantes);3;;;;1,5;Sin precio neto;Sin precio neto G.C.;1,44;1,5;1,44
0884B;Adhesivo PVC Grupo 1 Agua 400x100 mm (todas las;4;;;;2;Sin precio neto;Sin precio neto G.C.;1,92;2;1,92
885;Adhesivo PVC Grupo 2 Vapor de agua 100x25 mm (todas las;2;;;;1;Sin precio neto;Sin precio neto G.C.;0,96;1;0,96
0885A;Adhesivo PVC Grupo 2 Vapor de agua 200x50 mm (todas las;3;;;;1,5;Sin precio neto;Sin precio neto G.C.;1,44;1,5;1,44
0885B;Adhesivo PVC Grupo 2 Vapor de agua 400x100 mm (todas las;4;;;;2;Sin precio neto;Sin precio neto G.C.;1,92;2;1,92
886;Adhesivo PVC Grupo 3 Aire 100x25 mm (todas las variantes);2;;;;1;Sin precio neto;Sin precio neto G.C.;0,96;1;0,96
0886A;Adhesivo PVC Grupo 3 Aire 200x50 mm (todas las variantes);4;;;;2;Sin precio neto;Sin precio neto G.C.;1,92;2;1,92
0886B;Adhesivo PVC Grupo 3 Aire 400x100 mm (todas las variantes);3;;;;1,5;Sin precio neto;Sin precio neto G.C.;1,44;1,5;1,44
887;Adhesivo PVC Grupo 4 Gases combustibles 100x25 mm (todas;2;;;;1;Sin precio neto;Sin precio neto G.C.;0,96;1;0,96
0887A;Adhesivo PVC Grupo 4 Gases combustibles 200x50 mm (todas;3;;;;1,5;Sin precio neto;Sin precio neto G.C.;1,44;1,5;1,44
0887B;Adhesivo PVC Grupo 4 Gases combustibles 400x100 mm;4;;;;2;Sin precio neto;Sin precio neto G.C.;1,92;2;1,92
888;Adhesivo PVC Grupo 4 Gases combustibles 100x25 mm B;2;;;;1;Sin precio neto;Sin precio neto G.C.;0,96;1;0,96
0888A;Adhesivo PVC Grupo 4 Gases combustibles 200x50 mm;3;;;;1,5;Sin precio neto;Sin precio neto G.C.;1,44;1,5;1,44
0888B;Adhesivo PVC Grupo 4 Gases combustibles 400x100 mm;4;;;;2;Sin precio neto;Sin precio neto G.C.;1,92;2;1,92
889;Adhesivo PVC Grupo 5 Gases no combustibles 100x25 mm;2;;;;1;Sin precio neto;Sin precio neto G.C.;0,96;1;0,96
0889A;Adhesivo PVC Grupo 5 Gases no combustibles 200x50 mm;3;;;;1,5;Sin precio neto;Sin precio neto G.C.;1,44;1,5;1,44
0889B;Adhesivo PVC Grupo 5 Gases no combustibles 400x100 mm;4;;;;2;Sin precio neto;Sin precio neto G.C.;1,92;2;1,92
890;Adhesivo PVC Grupo 5 Gases no combustibles 100x25 mm;2;;;;1;Sin precio neto;Sin precio neto G.C.;0,96;1;0,96
0890A;Adhesivo PVC Grupo 5 Gases no combustibles 200x50 mm;3;;;;1,5;Sin precio neto;Sin precio neto G.C.;1,44;1,5;1,44
0890B;Adhesivo PVC Grupo 5 Gases no combustibles 400x100 mm;4;;;;2;Sin precio neto;Sin precio neto G.C.;1,92;2;1,92
891;Adhesivo PVC Grupo 6 Ácidos 100x25 mm (todas las;2;;;;1;Sin precio neto;Sin precio neto G.C.;0,96;1;0,96
0891A;Adhesivo PVC Grupo 6 Ácidos 200x50 mm (todas las;3;;;;1,5;Sin precio neto;Sin precio neto G.C.;1,44;1,5;1,44
0891B;Adhesivo PVC Grupo 6 Ácidos 400x100 mm (todas las;4;;;;2;Sin precio neto;Sin precio neto G.C.;1,92;2;1,92
892;Adhesivo PVC Grupo 7 Lejías 100x25 mm (todas las variantes);2;;;;1;Sin precio neto;Sin precio neto G.C.;0,96;1;0,96
0892A;Adhesivo PVC Grupo 7 Lejías 200x50 mm (todas las;3;;;;1,5;Sin precio neto;Sin precio neto G.C.;1,44;1,5;1,44
0892B;Adhesivo PVC Grupo 7 Lejías 400x100 mm (todas las;4;;;;2;Sin precio neto;Sin precio neto G.C.;1,92;2;1,92
893;Adhesivo PVC Grupo 8 Líquidos combustibles 100x25 mm;2;;;;1;Sin precio neto;Sin precio neto G.C.;0,96;1;0,96
0893A;Adhesivo PVC Grupo 8 Líquidos combustibles 200x50 mm;3;;;;1,5;Sin precio neto;Sin precio neto G.C.;1,44;1,5;1,44
0893B;Adhesivo PVC Grupo 8 Líquidos combustibles 400x100 mm;4;;;;2;Sin precio neto;Sin precio neto G.C.;1,92;2;1,92
894;Adhesivo PVC Grupo 8 Líquidos combustibles 100x25 mm B;2;;;;1;Sin precio neto;Sin precio neto G.C.;0,96;1;0,96
0894A;Adhesivo PVC Grupo 8 Líquidos combustibles 200x50 mm B;3;;;;1,5;Sin precio neto;Sin precio neto G.C.;1,44;1,5;1,44
0894B;Adhesivo PVC Grupo 8 Líquidos combustibles 400x100 mm;4;;;;2;Sin precio neto;Sin precio neto G.C.;1,92;2;1,92
895;Adhesivo PVC Grupo 9 Líquidos no combustibles 100x25 mm;2;;;;1;Sin precio neto;Sin precio neto G.C.;0,96;1;0,96
0895A;Adhesivo PVC Grupo 9 Líquidos no combustibles 200x50 mm;3;;;;1,5;Sin precio neto;Sin precio neto G.C.;1,44;1,5;1,44
0895B;Adhesivo PVC Grupo 9 Líquidos no combustibles 400x100 mm;4;;;;2;Sin precio neto;Sin precio neto G.C.;1,92;2;1,92
896;Adhesivo PVC Grupo 9 Líquidos no combustibles 100x25 mm;2;;;;1;Sin precio neto;Sin precio neto G.C.;0,96;1;0,96
0896A;Adhesivo PVC Grupo 9 Líquidos no combustibles 200x50 mm;4;;;;2;Sin precio neto;Sin precio neto G.C.;1,92;2;1,92
0896B;Adhesivo PVC Grupo 9 Líquidos no combustibles 400x100 mm;4;;;;2;Sin precio neto;Sin precio neto G.C.;1,92;2;1,92
1028/A/BAT;Baliza Powerflare azul c/cargador a 220v y 12 v;31,5;;;;15,75;Sin precio neto;Sin precio neto G.C.;15,12;15,75;15,12
1028/AZUL;Baliza powerflare azul ( repuesto );18,9;;;;9,45;Sin precio neto;Sin precio neto G.C.;9,072;9,45;9,072
1028/N/BAT;Baliza Powerflare naranja c/cargador a 220v y 12 v;31,5;;;;15,75;Sin precio neto;Sin precio neto G.C.;15,12;15,75;15,12
1028/NARANJA;Baliza powerflare naranja ( repuesto );18,9;;;;9,45;Sin precio neto;Sin precio neto G.C.;9,072;9,45;9,072
1029;Maletín 6 uds baliza NARANJA led powerflare con cargador;199;;;;99,5;Sin precio neto;Sin precio neto G.C.;95,52;99,5;95,52
1029A;Maletín 6 uds baliza AMARILLO led powerflare con cargador;199;;;;99,5;Sin precio neto;Sin precio neto G.C.;95,52;99,5;95,52
1029Z;Maletín 6 uds baliza AZUL led powerflare con cargador;199;;;;99,5;Sin precio neto;Sin precio neto G.C.;95,52;99,5;95,52
1030;Baliza LED azul intermitente;12,8;;;;6,4;Sin precio neto;Sin precio neto G.C.;6,144;6,4;6,144
1032;Baliza Señalizacion intermitente para 1 bateria;10,1;;;;5,05;Sin precio neto;Sin precio neto G.C.;4,848;5,05;4,848
1033;Baliza Señalización Plus intermitente 2 baterías;13,94;5,55;5,5;12;6,97;Neto: 006 € (a partir de 12 uds.);Neto G.C.: 006 € (a partir de 12 uds.);6,6912;6,97;6,6912
1033/B;Baliza Señalizacion Basic intermitente 2 baterias;11,8;4,8;4,8;12;5,9;Neto: 005 € (a partir de 12 uds.);Neto G.C.: 005 € (a partir de 12 uds.);5,664;5,9;5,664
1033E;Baliza intermitente Euroflash naranja;14,5;;;;7,25;Sin precio neto;Sin precio neto G.C.;6,96;7,25;6,96
1033V;Baliza Señalización Plus intermitente 2 baterías VERDE;13,9;;;;6,95;Sin precio neto;Sin precio neto G.C.;6,672;6,95;6,672
1034;Bateria baliza 6V 4R25 7 Ah. Alta Capacidad;3,78;1,5;1,35;24;1,89;Neto: 002 € (a partir de 24 uds.);Neto G.C.: 001 € (a partir de 24 uds.);1,8144;1,89;1,8144
1034G;Bateria baliza 6v 25 Ah;21;;;;10,5;Sin precio neto;Sin precio neto G.C.;10,08;10,5;10,08
1035;Baliza Señalizacion flash-Led doble cara;44,5;;;;22,25;Sin precio neto;Sin precio neto G.C.;21,36;22,25;21,36
1036;Baliza Señalización luz roja VEGA;16;;;;8;Sin precio neto;Sin precio neto G.C.;7,68;8;7,68
1037;Baliza Señalizacion solar;29,8;;;;14,9;Sin precio neto;Sin precio neto G.C.;14,304;14,9;14,304
1122B;Barrera mediana HOG600 Blanca 560x1130x400 mm;92;;;;46;Sin precio neto;Sin precio neto G.C.;44,16;46;44,16
1122R;Barrera mediana HOG600 Roja 560x1130x400 mm;92;;;;46;Sin precio neto;Sin precio neto G.C.;44,16;46;44,16
1123;Mts. Cadena plástico 10 m/m R/B;2,1;;;;1,05;Sin precio neto;Sin precio neto G.C.;1,008;1,05;1,008
1124;Mts. Cadena plástico 10 m/m N/A;2,1;;;;1,05;Sin precio neto;Sin precio neto G.C.;1,008;1,05;1,008
1125;Poste señaliz. 1 m Rojo/Blanco p/cadena plastica;12,9;5,5;5,25;10;6,45;Neto: 006 € (a partir de 10 uds.);Neto G.C.: 005 € (a partir de 10 uds.);6,192;6,45;6,192
1125AN;Poste señaliz. 1 m Amarillo/negro p/cadena plastica;12,9;5,5;5,25;10;6,45;Neto: 006 € (a partir de 10 uds.);Neto G.C.: 005 € (a partir de 10 uds.);6,192;6,45;6,192
1125BZ;Poste señaliz. 1 m Azul/Blanco p/cadena plastica;12,9;5,5;5,25;10;6,45;Neto: 006 € (a partir de 10 uds.);Neto G.C.: 005 € (a partir de 10 uds.);6,192;6,45;6,192
1125VB;Poste señaliz. 1 m Verde/Blanco p/cadena plastica;12,9;5,5;5,25;10;6,45;Neto: 006 € (a partir de 10 uds.);Neto G.C.: 005 € (a partir de 10 uds.);6,192;6,45;6,192
1126;Mts. Cadena Plástico 5.5 m/m R/B;1,3;0,6;0,48;200;0,65;Neto: 001 € (a partir de 200 uds.);Neto G.C.: 000 € (a partir de 200 uds.);0,624;0,65;0,624
1126B;Mts. cadena Plástico 5.5 mm Blanca;1,3;0,6;0,48;200;0,65;Neto: 001 € (a partir de 200 uds.);Neto G.C.: 000 € (a partir de 200 uds.);0,624;0,65;0,624
1126BZ;Mts. Cadena Plástico 5.5 m/m B/Z;1,3;0,6;0,48;200;0,65;Neto: 001 € (a partir de 200 uds.);Neto G.C.: 000 € (a partir de 200 uds.);0,624;0,65;0,624
1126M3;Rollo 165 m cadena metálica señalización cincada 3 mm;236,25;;;;118,125;Sin precio neto;Sin precio neto G.C.;113,4;118,125;113,4
1126M6;Rollo 38 m cadena metálica señalización cincada 6 mm;198;;;;99;Sin precio neto;Sin precio neto G.C.;95,04;99;95,04
1126M8;Rollo 21 m cadena metálica señalización cincada 8 mm;185;;;;92,5;Sin precio neto;Sin precio neto G.C.;88,8;92,5;88,8
1126MNA;Rollo 25 m cadena metálica Señalización pintada;180;;;;90;Sin precio neto;Sin precio neto G.C.;86,4;90;86,4
1126MRB;Rollo 25 m cadena metálica Señalización pintada;180;;;;90;Sin precio neto;Sin precio neto G.C.;86,4;90;86,4
1126V;Mts. Cadena Plástico 5.5 mm Verde;1,3;0,6;0,48;200;0,65;Neto: 001 € (a partir de 200 uds.);Neto G.C.: 000 € (a partir de 200 uds.);0,624;0,65;0,624
1126VB;Mts. Cadena Plástico 5.5 mm V/B;1,3;0,6;0,48;200;0,65;Neto: 001 € (a partir de 200 uds.);Neto G.C.: 000 € (a partir de 200 uds.);0,624;0,65;0,624
1127;Mts. Cadena plastico 7.5 mm R/B;1,56;0,7;0,56;100;0,78;Neto: 001 € (a partir de 100 uds.);Neto G.C.: 001 € (a partir de 100 uds.);0,7488;0,78;0,7488
1127B;Mts. cadena Plástico 7.5 mm Blanca;1,56;0,7;0,56;100;0,78;Neto: 001 € (a partir de 100 uds.);Neto G.C.: 001 € (a partir de 100 uds.);0,7488;0,78;0,7488
1127BZ;Mts. Cadena Plástico 7.5 mm B/Z;1,56;0,7;0,56;100;0,78;Neto: 001 € (a partir de 100 uds.);Neto G.C.: 001 € (a partir de 100 uds.);0,7488;0,78;0,7488
1127V;Mts. cadena Plástico 7.5 mm Verde;1,56;0,7;0,56;100;0,78;Neto: 001 € (a partir de 100 uds.);Neto G.C.: 001 € (a partir de 100 uds.);0,7488;0,78;0,7488
1127VB;Mts. Cadena Plástico 7.5 mm V/B;1,56;0,7;0,56;100;0,78;Neto: 001 € (a partir de 100 uds.);Neto G.C.: 001 € (a partir de 100 uds.);0,7488;0,78;0,7488
1128;Mts. Cadena plastico 5.5mm N/A;1,3;0,6;0,48;200;0,65;Neto: 001 € (a partir de 200 uds.);Neto G.C.: 000 € (a partir de 200 uds.);0,624;0,65;0,624
1129;Mts. Cadena plastico 7.5 mm N/A;1,56;0,7;0,56;100;0,78;Neto: 001 € (a partir de 100 uds.);Neto G.C.: 001 € (a partir de 100 uds.);0,7488;0,78;0,7488
1132;Poste plata con cinturón retráctil rojo 2 m;48;;;;24;Sin precio neto;Sin precio neto G.C.;23,04;24;23,04
